event_id,fact_name,expected_value,actual_value,unit,tolerance,abs_error,status,confidence,evidence_text
government_contract_HII_N0002423C2307,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_HII_N0002423C2307,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001924C0039,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_LMT_N0001924C0039,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_N0001924C0039,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_N0001924C0039,award_amount,6179610861.0,6179610861.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001924C0039,obligated_amount,6179610861.0,6179610861.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001924C0039,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001924C0039,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001924C0039,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001924C0039,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA868224CB001,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_LMT_FA868224CB001,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_FA868224CB001,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_FA868224CB001,award_amount,5694463081.22,5694463081.22,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_FA868224CB001,obligated_amount,5694463081.22,5694463081.22,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_FA868224CB001,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA868224CB001,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA868224CB001,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA868224CB001,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002423C2305,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_GD_N0002423C2305,mapped_ticker,GD,GD,text,0.0,,ok,0.9,GD
government_contract_GD_N0002423C2305,recipient_mapping_confidence,0.9,0.9,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_GD_N0002423C2305,award_amount,5027510800.0,5027510800.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_N0002423C2305,obligated_amount,5027510800.0,5027510800.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_N0002423C2305,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002423C2305,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002423C2305,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002423C2305,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_HQ085621C0001,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_LMT_HQ085621C0001,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_HQ085621C0001,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_HQ085621C0001,award_amount,4603488929.18,4603488929.18,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_HQ085621C0001,obligated_amount,4603488929.18,4603488929.18,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_HQ085621C0001,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_HQ085621C0001,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_HQ085621C0001,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_HQ085621C0001,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_W58RGZ21C0015,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_BA_W58RGZ21C0015,mapped_ticker,BA,BA,text,0.0,,ok,0.9,BA
government_contract_BA_W58RGZ21C0015,recipient_mapping_confidence,0.94,0.94,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BA_W58RGZ21C0015,award_amount,3472726821.55,3472726821.55,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_W58RGZ21C0015,obligated_amount,3472726821.55,3472726821.55,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_W58RGZ21C0015,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_W58RGZ21C0015,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_W58RGZ21C0015,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_W58RGZ21C0015,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_HII_N0002421C2106,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_HII_N0002421C2106,mapped_ticker,HII,HII,text,0.0,,ok,0.9,HII
government_contract_HII_N0002421C2106,recipient_mapping_confidence,0.95,0.95,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_HII_N0002421C2106,award_amount,3368736971.67,3368736971.67,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_HII_N0002421C2106,obligated_amount,3368736971.67,3368736971.67,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_HII_N0002421C2106,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_HII_N0002421C2106,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_HII_N0002421C2106,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_HII_N0002421C2106,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_N0002422C5500,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_RTX_N0002422C5500,mapped_ticker,RTX,RTX,text,0.0,,ok,0.9,RTX
government_contract_RTX_N0002422C5500,recipient_mapping_confidence,0.92,0.92,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_RTX_N0002422C5500,award_amount,3265755418.12,3265755418.12,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_N0002422C5500,obligated_amount,3265755418.12,3265755418.12,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_N0002422C5500,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_N0002422C5500,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_N0002422C5500,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_N0002422C5500,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001925C0070,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_LMT_N0001925C0070,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_N0001925C0070,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_N0001925C0070,award_amount,3130421242.0,3130421242.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001925C0070,obligated_amount,3130421242.0,3130421242.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001925C0070,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001925C0070,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001925C0070,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001925C0070,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001924C0025,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_BA_N0001924C0025,mapped_ticker,BA,BA,text,0.0,,ok,0.9,BA
government_contract_BA_N0001924C0025,recipient_mapping_confidence,0.94,0.94,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BA_N0001924C0025,award_amount,2739718834.0,2739718834.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_N0001924C0025,obligated_amount,2739718834.0,2739718834.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_N0001924C0025,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001924C0025,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001924C0025,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001924C0025,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA867523C0037,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_RTX_FA867523C0037,mapped_ticker,RTX,RTX,text,0.0,,ok,0.9,RTX
government_contract_RTX_FA867523C0037,recipient_mapping_confidence,0.92,0.92,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_RTX_FA867523C0037,award_amount,2512789038.4,2512789038.4,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_FA867523C0037,obligated_amount,2512789038.4,2512789038.4,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_FA867523C0037,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA867523C0037,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA867523C0037,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA867523C0037,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002424C2301,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_GD_N0002424C2301,mapped_ticker,GD,GD,text,0.0,,ok,0.9,GD
government_contract_GD_N0002424C2301,recipient_mapping_confidence,0.88,0.88,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_GD_N0002424C2301,award_amount,2501740929.0,2501740929.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_N0002424C2301,obligated_amount,2501740929.0,2501740929.0,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_N0002424C2301,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002424C2301,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002424C2301,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_N0002424C2301,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_NOC_HQ085621C0003,government_contract_event_type,new_contract_award,new_contract_award,category,0.0,,ok,0.76,contract award language
government_contract_NOC_HQ085621C0003,mapped_ticker,NOC,NOC,text,0.0,,ok,0.9,NOC
government_contract_NOC_HQ085621C0003,recipient_mapping_confidence,0.95,0.95,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_NOC_HQ085621C0003,award_amount,2395436919.18,2395436919.18,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_NOC_HQ085621C0003,obligated_amount,2395436919.18,2395436919.18,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_NOC_HQ085621C0003,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_NOC_HQ085621C0003,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_NOC_HQ085621C0003,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_NOC_HQ085621C0003,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863423F0048,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_BA_FA863423F0048,mapped_ticker,BA,BA,text,0.0,,ok,0.9,BA
government_contract_BA_FA863423F0048,recipient_mapping_confidence,0.94,0.94,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BA_FA863423F0048,award_amount,3933015048.3,3933015048.3,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_FA863423F0048,obligated_amount,3933015048.3,3933015048.3,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_FA863423F0048,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863423F0048,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863423F0048,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863423F0048,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q24F0165,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_LMT_W31P4Q24F0165,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_W31P4Q24F0165,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q24F0165,award_amount,2790109221.89,2790109221.89,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q24F0165,obligated_amount,2790109221.89,2790109221.89,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q24F0165,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q24F0165,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q24F0165,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q24F0165,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA820523F0501,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_LMT_FA820523F0501,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_FA820523F0501,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_FA820523F0501,award_amount,2682618797.8,2682618797.8,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_FA820523F0501,obligated_amount,2682618797.8,2682618797.8,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_FA820523F0501,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA820523F0501,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA820523F0501,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_FA820523F0501,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0024,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_LMT_W31P4Q23F0024,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_W31P4Q23F0024,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0024,award_amount,2488824240.67,2488824240.67,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0024,obligated_amount,2488824240.67,2488824240.67,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0024,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0024,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0024,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0024,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863422F0035,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_BA_FA863422F0035,mapped_ticker,BA,BA,text,0.0,,ok,0.9,BA
government_contract_BA_FA863422F0035,recipient_mapping_confidence,0.94,0.94,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BA_FA863422F0035,award_amount,2039776433.36,2039776433.36,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_FA863422F0035,obligated_amount,2039776433.36,2039776433.36,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_FA863422F0035,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863422F0035,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863422F0035,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_FA863422F0035,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0006,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_LMT_W31P4Q23F0006,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_W31P4Q23F0006,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0006,award_amount,1610114676.7,1610114676.7,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0006,obligated_amount,1610114676.7,1610114676.7,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_W31P4Q23F0006,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0006,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0006,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_W31P4Q23F0006,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001922F0030,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_BA_N0001922F0030,mapped_ticker,BA,BA,text,0.0,,ok,0.9,BA
government_contract_BA_N0001922F0030,recipient_mapping_confidence,0.94,0.94,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BA_N0001922F0030,award_amount,1553797869.15,1553797869.15,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_N0001922F0030,obligated_amount,1553797869.15,1553797869.15,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BA_N0001922F0030,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001922F0030,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001922F0030,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BA_N0001922F0030,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_47QFCA21F0018,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_BAH_47QFCA21F0018,mapped_ticker,BAH,BAH,text,0.0,,ok,0.9,BAH
government_contract_BAH_47QFCA21F0018,recipient_mapping_confidence,0.95,0.95,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BAH_47QFCA21F0018,award_amount,1379603153.12,1379603153.12,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BAH_47QFCA21F0018,obligated_amount,1379603153.12,1379603153.12,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BAH_47QFCA21F0018,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_47QFCA21F0018,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_47QFCA21F0018,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_47QFCA21F0018,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_36C10B21N10070021,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_BAH_36C10B21N10070021,mapped_ticker,BAH,BAH,text,0.0,,ok,0.9,BAH
government_contract_BAH_36C10B21N10070021,recipient_mapping_confidence,0.95,0.95,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_BAH_36C10B21N10070021,award_amount,1365285599.63,1365285599.63,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BAH_36C10B21N10070021,obligated_amount,1365285599.63,1365285599.63,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_BAH_36C10B21N10070021,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_36C10B21N10070021,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_36C10B21N10070021,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_BAH_36C10B21N10070021,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA865622FA071,government_contract_event_type,task_order_award,task_order_award,category,0.0,,ok,0.88,task/delivery order language
government_contract_RTX_FA865622FA071,mapped_ticker,RTX,RTX,text,0.0,,ok,0.9,RTX
government_contract_RTX_FA865622FA071,recipient_mapping_confidence,0.92,0.92,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_RTX_FA865622FA071,award_amount,1278745212.76,1278745212.76,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_FA865622FA071,obligated_amount,1278745212.76,1278745212.76,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_RTX_FA865622FA071,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA865622FA071,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA865622FA071,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_RTX_FA865622FA071,modification_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001923F0002,government_contract_event_type,contract_modification,contract_modification,category,0.0,,ok,0.88,modification language
government_contract_LMT_N0001923F0002,mapped_ticker,LMT,LMT,text,0.0,,ok,0.9,LMT
government_contract_LMT_N0001923F0002,recipient_mapping_confidence,0.96,0.96,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_LMT_N0001923F0002,award_amount,2198479923.74,2198479923.74,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001923F0002,obligated_amount,2198479923.74,2198479923.74,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_LMT_N0001923F0002,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001923F0002,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001923F0002,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LMT_N0001923F0002,modification_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_W56HZV22C0012,government_contract_event_type,contract_modification,contract_modification,category,0.0,,ok,0.88,modification language
government_contract_GD_W56HZV22C0012,mapped_ticker,GD,GD,text,0.0,,ok,0.9,GD
government_contract_GD_W56HZV22C0012,recipient_mapping_confidence,0.95,0.95,ratio,0.001,0.0,ok,0.9,source metadata
government_contract_GD_W56HZV22C0012,award_amount,1091238896.25,1091238896.25,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_W56HZV22C0012,obligated_amount,1091238896.25,1091238896.25,usd,1000000.0,0.0,ok,0.9,source metadata
government_contract_GD_W56HZV22C0012,actual_funded_award_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_W56HZV22C0012,ceiling_only_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_W56HZV22C0012,option_exercise_flag,False,False,boolean,0.0,,ok,0.78,derived parser flag
government_contract_GD_W56HZV22C0012,modification_flag,True,True,boolean,0.0,,ok,0.78,derived parser flag
government_contract_LDOS_693KA721C00014,government_contract_event_type,contract_modification,contract_modification,category,0.0,,ok,0.88,modification language
government_contract_LDOS_693KA721C00014,mapped_ticker,LDOS,LDOS,text,0.0,,ok,0.9,LDOS
